30/09/2022,context,change_to,typo,suggestions_01,suggestions_02,suggestions_03,suggestions_04,suggestions_05,suggestions_06,suggestions_07,suggestions_08,suggestions_09,suggestions_10,suggestions_11,suggestions_12,suggestions_13,suggestions_14,suggestions_15
8180,ldn't ban the burkini because <<MUSLIM>> women doesn't do the bad thin,NA,muslim,Muslim,muslin,mu slim,mu-slim,slim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8180,ties to deport the Australian <<MUSLIM>> woman from France is a invali,NA,muslim,Muslim,muslin,mu slim,mu-slim,slim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8181,"ion between terrorism and the <<BURKINI>>, and also there should not be",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8181,hey want to wear. Wearing the <<BURKINI>> should not be banned. If it i,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8182,"So, whether Muslim woman wear <<BURKINI>> on the beach or not, people h",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8182,"to accept the culture though <<BURKINI>> ban is overturned. However, I",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8183,"nt. However after I read this <<ARTCLE>>, I can understand little why",article,artcle,article,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8183,ential election is similar to <<BRITISH>> referendum. No one can antici,British,british,British,brutish,britches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8183,can shattered 'glass ceiling'.<<CLITON>> gave me an incentive to chall,Clinton,Cliton,Clinton,Clifton,Clit on,Clit-on,Litton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8184,nk Muslims are around to wear <<BURKINI>> at French beach. All people h,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8184,also self control not to wear <<BURKINI>> at the public.,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8184,ear what they like. Therefore <<DISCRIMINATIONS>> happened at French beach is i,discriminations,discriminations,discrimination,discrimination's,discrimination s,discriminating,discriminators,discriminator,discriminates,NA,NA,NA,NA,NA,NA,NA,NA
8184,uman rights. However recently <<TERRORISMS>> took place in France. So Musl,NA,terrorisms,terrorism,terrorism's,terrorists,terror isms,terror-isms,terrorism s,terrorist,terrorizes,NA,NA,NA,NA,NA,NA,NA
8185,I agree with <<ALSHELH>>. Because there shouldn't be a,Alshelh,Alshelh,Seashell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8185,ion between terrorism and the <<BURKINI>> and there shouldn't be a conn,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8185,ether as she said. So I think <<BURKINI>> shouldn't be banned. And I ho,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8185,pe the woman wear <<BURKINI>> at the beach freely.,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8186,"If the person who put on the <<BURKINI>> appears at that beach, I woul",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8186,"eny it and tell not to put on <<BURKINI>> here, because we can't prove",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8186,nection between terrorism and <<BURKINI>>. However I think right to lif,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8187,nse dislike for and prejudice <<AGAISNT>> Jewish people in america.In t,against,agaisnt,against,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8187,ction result. Because present <<AMERICA>> seems like former america in,America,america,America,americium,camera,cambric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8187,"dice agaisnt Jewish people in <<AMERICA>>.In those days, americans thou",America,america,America,americium,camera,cambric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8187,"is that many Juwish worked in <<AMERICA>>.In the way, americans peged t",America,america,America,americium,camera,cambric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8187,"ple in america.In those days, <<AMERICANS>> thought the cause of the diff",Americans,americans,Americans,cameraman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8187,"worked in america.In the way, <<AMERICANS>> peged the blame on Jewish , w",Americans,americans,Americans,cameraman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8187,cans thought the cause of the <<DIFFICUTLTY>> of finding employment is that,difficulty,difficutlty,difficulty,difficult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8187,"nding employment is that many <<JUWISH>> worked in america.In the way,",NA,Juwish,Jewish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8187,"america.In the way, americans <<PEGED>> the blame on Jewish , whitch",NA,peged,peed,pegged,paged,peg ed,peg-ed,pledged,NA,NA,NA,NA,NA,NA,NA,NA,NA
8187,"whitch caused tragic accident.<<THERFORE>> Trump's speech, preclude immi",NA,Therfore,Therefore,Therefor,Theretofore,Rutherford,Heretofore,Forefather,NA,NA,NA,NA,NA,NA,NA,NA,NA
8187,"s peged the blame on Jewish , <<WHITCH>> caused tragic accident.Therfo",which,whitch,whits,which,witch,hitch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8188,"o Japan, such as the lapse of <<TPP>>. Not only the U.S. but the wo",TPP,TPP,TOP,PP,TSP,TIP,TAP,APP,OPP,TWP,T PP,ATP,NA,NA,NA,NA,NA
8189,I didn't know this swimwear '<<BURKINI>>' so I'm surprised. Second I t,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8189,"hink that in France, the <<BURKINI>> ban is collect. Because of sa",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8189,nk the Islam not good. So the <<BURKINI>> indicating myself as Muslim i,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8189,"to wear. And for the French, <<BURKINI>> might make them afraid.",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8190,"is just official reason that <<BURKINI>> is 'enslavement of women,' I",Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8190,"almost all women who wearing <<BURKINI>> aren't forced to wear by men,",Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8190,agree that women who wearing <<BURKINI>> are prohibited.,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8191,I think this ban of the <<BURKINI>> is the discrimination against,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8192,o stick to Muslims religious '<<BURKINI>>'.,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8193,at Trump won. I believed that <<CLINTON>> must win. I think Trump's hum,Clinton,clinton,Clinton,inclination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8194,oppose chasing off a woman in <<BURKINI>> from the beach. Muslim women,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8194,have rights to wear <<BURKINI>>. We must give women freedom.,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8196,ld abolish the ban of wearing <<BURKINI>>. Some French people may be co,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8196,nvinced that <<BURKINI>> is the symbol of enslavement,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8196,I don't think banning wearing <<BURKINI>> leads to the prevention of da,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8196,r freedom anywhere by wearing <<BURKINI>>s.,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8196,r freedom anywhere by wearing <<BURKINIS>>.,burkinis,burkinis,bikinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8200,is not good thing to ban all <<BURKINI>> because if there are crimes b,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8200,not mean all Muslims are bad. <<BURKINI>> ban doesn't work for safe it,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8201,"is article, I was sad to know <<BURKINI>>-clad Australian woman chased",Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8201,ion between terrorism and the <<BURKINI>> and there shouldn't be a conn,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8203,I think it is not good to ban <<BURKINI>>s. French people are sensitive,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8203,ench people shouldn't connect <<BURKINI>> to terrorism. Muslim women ha,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8203,I think it is not good to ban <<BURKINIS>>. French people are sensitive,burkinis,burkinis,bikinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8207,"overnment, it is natural that <<WADA'S>> ruling suspending from compet",WADA's,WADA's,WA DA's,WA-DA's,Wad's,Wade's,Wadi's,Dada's,Wanda's,Masada's,NA,NA,NA,NA,NA,NA,NA
8208,"is election show the state of <<AMERICAN>> people. Nowadays, most citize",American,american,American,cameraman,cameramen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8208,ction to the imigrants or non-<<AMERICAN>> people must be called racists,American,american,American,cameraman,cameramen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8208,However he is a spokeman for <<AMERICAN>> oppressed people. The reason,American,american,American,cameraman,cameramen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8208,te the dissatisfaction to the <<IMIGRANTS>> or non-american people must b,NA,imigrants,migrants,immigrants,emigrants,i migrants,immigrant,migrant,NA,NA,NA,NA,NA,NA,NA,NA,NA
8208,lives. However the people who <<INSISTE>> the dissatisfaction to the im,NA,insiste,insist,insisted,insists,insist e,insinuate,sinister,instate,institute,NA,NA,NA,NA,NA,NA,NA
8208,"eople who have discontent but <<INSISTE>> it openly. In short, the numb",NA,insiste,insist,insisted,insists,insist e,insinuate,sinister,instate,institute,NA,NA,NA,NA,NA,NA,NA
8208,ed to have change their lives <<SETLLED>> the election.,NA,setlled,settled,settle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8208,too extreme. However he is a <<SPOKEMAN>> for american oppressed people,NA,spokeman,spokesman,spoke man,spoke-man,spokeswoman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8209,n against Muslim women to ban <<BURKINI>>. Recently there were many ISI,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8209,"f knowledge about it ,.To ban <<BURKINI>>s in French is not fair. All p",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8209,"f knowledge about it ,.To ban <<BURKINIS>> in French is not fair. All pe",burkinis,burkinis,bikinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8211,rious fault. So the action by <<RUSSIAN>> hackers should be forgiven. H,NA,russian,Russian,Prussian,hessian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8213,I am conflicted about the <<BURKINI>>. On the one hand it is symbol,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8214,"d to hear this news , because <<BURKINI>> is breakthrough idea to break",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8214,ion between terrorism and the <<BURKINI>> and there shouldn't be a conn,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8214,"a prejudice against muslims , <<BUT'THERE>> shouldn't be a connection bet",But there,But'There,Reuther,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8214,reakthrough idea to break old <<COMCEPT>> of Islam for muslim woman. De,concept,comcept,concept,compote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8214,reak old comcept of Islam for <<MUSLIM>> woman. Deterioration in secur,NA,muslim,Muslim,muslin,mu slim,mu-slim,slim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8214,"en in France, so French hates <<MUSLIM>>s. Now, world divided between",NA,muslim,Muslim,muslin,mu slim,mu-slim,slim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8214,"ople have a prejudice against <<MUSLIM>>s , But'There shouldn't be a c",NA,muslim,Muslim,muslin,mu slim,mu-slim,slim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8214,"en in France, so French hates <<MUSLIMS>>. Now, world divided between e",NA,muslims,Muslims,mu slims,mu-slims,muslin,slims,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8214,"ople have a prejudice against <<MUSLIMS>> , But'There shouldn't be a co",NA,muslims,Muslims,mu slims,mu-slims,muslin,slims,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8216,"ure raises a larger question. <<MILLENIALS>>, who fancy themselves as prag",NA,Millenials,Millennial,Millennia,Menials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8216,"e. And please, don't point to <<OBAMACARE>> as a noble solution- at best",NA,obamacare,Obamacare,macabre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8216,"grich welfare reform, Reagan- <<ONEIL>> budget/tax agreement, things",NA,Oneil,Oneal,Neil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8216,"ming from tired old ideas and <<POLICITIANS>>. Any lasting, worthy, noble i",NA,policitians,politicians,politician,solicitations,politicos,opticians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8218,behave by French. But muslim <<DONT>> equal to terrolist.,don't,dont,font,dint,don,dot,don't,done,dent,dons,dost,dona,dolt,cont,dong,wont,Mont
8218,t these behave by French. But <<MUSLIM>> dont equal to terrolist.,NA,muslim,Muslim,muslin,mu slim,mu-slim,slim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8218,nch. But muslim dont equal to <<TERROLIST>>.,NA,terrolist,terrorist,roisterer,ergosterol,roister,listener,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8219,"people selet Trump, so i will <<ACCECPT>> it and except the America mov",accept,accecpt,accept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8219,"should be connected to other <<CONTRIES>>,should be global to become st",countries,contries,countries,contrives,con tries,con-tries,contraries,contrition,congeries,NA,NA,NA,NA,NA,NA,NA,NA
8219,"is Trump. The America people <<SELET>> Trump, so i will accecpt it a",NA,selet,sleet,select,settle,set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8220,"As Zeynab <<ALSHELH>> mentioned, I strongly believe",Alshelh,Alshelh,Seashell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8220,ion between terrorism and the <<BURKINI>> and there shouldn't be a conn,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8220,er. Considering the fact that <<BURKINI>>s were originally made to allo,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8220,er. Considering the fact that <<BURKINIS>> were originally made to allow,burkinis,burkinis,bikinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8220,"As <<ZEYNAB>> Alshelh mentioned, I strongly",Zeynab,Zeynab,Reyna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8221,"it is may be a good news for <<JAO>>. Whatever, I am expecting new",NA,JAO,JATO,JAR,JAG,JAM,JAB,JAY,JAW,TAO,LAO,MAO,JAP,JO,JAN,NA,NA
8221,e Trump's trumph may mean the <<TPP>> will not be able to take effe,TPP,TPP,TOP,PP,TSP,TIP,TAP,APP,OPP,TWP,T PP,ATP,NA,NA,NA,NA,NA
8221,really want. Also the Trump's <<TRUMPH>> may mean the TPP will not be,triumph,trumph,trump,triumph,trumps,trump h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8222,ormal. I do not think wearing <<BURKINI>> equal to terrorism. People wh,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8222,r skin from sunlight may wear <<BURKINI>>. When I read this news and lo,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8222,ion between terrorism and the <<BURKINI>> and there should not be a con,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8222,"lieve in their region have to <<FOLLLOW>> the region's rule, so we shou",follow,folllow,follow,foll low,foll-low,fallow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8222,their restriction. I was very <<SYMPATHISED>> with the message that ' there,NA,sympathised,sympathized,sympathies,sympathize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8223,I think Muslim women can wear <<BURKINI>>. We have to understand differ,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8225,"d international order will be <<DANGERED>>. Secondly, the result showed",endangered,dangered,angered,d angered,danger ed,danger-ed,danger,danged,dangler,arranged,NA,NA,NA,NA,NA,NA,NA
8225,verely separeted. This is the <<HISTORICALY>> big problem of the country. I,NA,historicaly,historical,historically,historical y,historicity,histrionically,rhetorically,historic,NA,NA,NA,NA,NA,NA,NA,NA
8225,American society is severely <<SEPARETED>>. This is the historicaly big,NA,separeted,separated,separate,departed,represented,prepared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8226,w that Trump won the election <<BECUSE>> he is very redical. I think p,because,becuse,because,recuse,bemuse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8226,er countries' relationship. I <<CANNNOT>> imagine how he lead America a,cannnot,cannnot,cannot,cannon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8226,he election becuse he is very <<REDICAL>>. I think people will require,NA,redical,redial,radical,medical,rededicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8228,uthorities should not ban the <<BURKINI>> because they do not break the,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8231,"an,it is ordinary to put on a <<BURKINI>>. So I couldn't think this pro",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8231,h the woman who was wearing a <<BURKINI>>. I could agree her the commen,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8231,ion between terrorism and the <<BURKINI>> and there shouldn't be a conn,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8232,"women, making wall to reject <<ENTRYING>> illegal immigrants and so on",entering,entrying,en trying,en-trying,gentrifying,entreating,inventorying,trying,NA,NA,NA,NA,NA,NA,NA,NA,NA
8232,s is the latest result I have <<EXXPECTED>> that Trump won the election.,expected,exxpected,expected,expectorated,expedited,expedite,expect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8232,is suitable president and he <<MEKE>> America great again in the re,NA,meke,meek,eke,mike,make,mere,mete,meme,peke,Zeke,m eke,NA,NA,NA,NA,NA
8233,I think a ban on wearing a <<BURKINI>> was appropriate. Surely we ha,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8233,"ecause we Japanese tend to be <<IRRELIGIONALISTS>>, so I cannot find a correct s",NA,irreligionalists,coreligionists,congregationalists,internationalists,coreligionist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8235,"danger, too many people were <<CRUELY>> killed around the world. To p",cruelly,cruely,cruel,cruelty,cruelly,crudely,cruel y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8235,"ldn't be a connection between <<MUSLIMS>> and terrorisms. However, terr",NA,muslims,Muslims,mu slims,mu-slims,muslin,slims,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8235,"onnection between muslims and <<TERRORISMS>>. However, terrorism is very d",NA,terrorisms,terrorism,terrorism's,terrorists,terror isms,terror-isms,terrorism s,terrorist,terrorizes,NA,NA,NA,NA,NA,NA,NA
8236,"mp won, which are a trade and <<IMMIGRATIONS>>. Mainstream candidates tended",NA,immigrations,immigration,immigration's,immigration s,migrations,transmigration,immigrates,emigration,NA,NA,NA,NA,NA,NA,NA,NA
8236,ition of TPP and rejection of <<IMMIGRATIONS>>. Such a factor made him won.,NA,immigrations,immigration,immigration's,immigration s,migrations,transmigration,immigrates,emigration,NA,NA,NA,NA,NA,NA,NA,NA
8236,"ed about many things, such as <<TPP>> and US military base in Japan",TPP,TPP,TOP,PP,TSP,TIP,TAP,APP,OPP,TWP,T PP,ATP,NA,NA,NA,NA,NA
8236,"for US, such as abolition of <<TPP>> and rejection of immigrations",TPP,TPP,TOP,PP,TSP,TIP,TAP,APP,OPP,TWP,T PP,ATP,NA,NA,NA,NA,NA
8236,has became a president. That <<UNEXPECTABLE>> result must have some reasons,unexpected,unexpectable,undetectable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8237,"as shocked .I cannot agree to <<DUTERTE>>. Surely, it is important to p",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8237,n the person who use drugs is <<IMPOETANT>>. II think you are never suppo,NA,impoetant,important,importance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8237,d adopt another idea to make '<<NARCO>>-state'.,NA,narco,narc,narcs,Marco,narc o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8239,lection to some extent. It is <<SUSPECTFUL>> whether he can carry out his,NA,suspectful,respectful,suspect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8241,"ion between terrorism and the <<BURKINI>>, and also there should not be",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8241,hey want to wear. Wearing the <<BURKINI>> should not be banned. If it i,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8242,at the winner will be Hillary <<RODHAM>> Clinton. Many people as well,NA,Rodham,Rod ham,Rod-ham,Ramrod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8242,of the supporters of Hillary <<RODHAM>> Clinton. And this is the reas,NA,Rodham,Rod ham,Rod-ham,Ramrod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8243,<<DUTERTE>> took very hard actions for na,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8243,"n of drug trade to impose the <<MAXIMAM>> penalty on occasion, I think.",NA,maximam,maxima,maximal,maximum,max imam,max-imam,maxi mam,maxi-mam,maxim am,maxim-am,maxima m,maxim,maxi,imam,NA,NA
8245,"mic. Maybe the world is going <<EXCLUSIONISM>>. Hearing some news, we can gu",exclusion-ism,exclusionism,exclusion ism,exclusion-ism,exclusion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8246,lling minds of people. I hope <<AMERICANS>> not to be deceived and keen a,Americans,americans,Americans,cameraman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8246,I think the result that <<TURMP>> was elected in America presid,Trump,Turmp,Trump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8249,I agree with you. I think <<DUTERTE>> should stop killings and find,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8255,"without people. However as a <<COSTOMER>>, I am glad to be able to save",customer,costomer,costumer,customer,costumier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8256,"good for restrain people from <<COMMITING>> crimes. In addition, I also t",committing,commiting,commuting,committing,commingling,commenting,commingle,computing,NA,NA,NA,NA,NA,NA,NA,NA,NA
8257,"thing that help human.And in <<AGEING>> society with fewer children ,",ageing,ageing,aging,agreeing,geeing,singeing,tingeing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8261,"sing restricted drugs is bad. <<HOUEVER>>,I wonder if there were other",NA,Houever,However,Hover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8261,rnment should improve more to <<PROTECTE>> personal information.,NA,protecte,protect,protected,protects,protect e,protege,project,promote,NA,NA,NA,NA,NA,NA,NA,NA
8265,n't know when to launch.North <<KOREA>> is diplomatic and it is diffi,NA,korea,chorea,Korea,korma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8266,"e sure, our life will be more <<CONFORTABLE>> and the number of car acciden",comfortable,confortable,comfortable,conformable,conferrable,contactable,connectable,enforceable,NA,NA,NA,NA,NA,NA,NA,NA,NA
